artist,cardClass,collectible,cost,dbfId,flavor,id,name,rarity,set,spellSchool,text,type,mechanics,attack,health,race,elite,targetingArrowText,durability,overload,spellDamage,battlegroundsPremiumDbfId,howToEarnGolden,howToEarn,armor,hasDiamondSkin,collectionText,techLevel,faction,multiClassGroup,isMiniSet,hideStats,battlegroundsDarkmoonPrizeTurn,questReward
Daren Bader,NEUTRAL,TRUE,3,67,"He likes to act like he's in charge, but the silverback matriarch actually runs things.",CS2_127,Silverback Patriarch,FREE,LEGACY,NA,<b>Taunt</b>,MINION,TAUNT,1,4,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Ladronn,NEUTRAL,TRUE,4,622,"They're still embarrassed about ""The Deathwing Incident"".",CS2_131,Stormwind Knight,FREE,LEGACY,NA,<b>Charge</b>,MINION,CHARGE,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Tooth,NEUTRAL,TRUE,3,339,"""Ready! Aim! Drink!""",CS2_141,Ironforge Rifleman,FREE,LEGACY,NA,<b>Battlecry:</b> Deal 1 damage.,MINION,BATTLECRY,2,2,NA,NA,Deal 1 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Gabor Szikszai,NEUTRAL,TRUE,2,672,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",CS2_142,Kobold Geomancer,FREE,LEGACY,NA,<b>Spell Damage +1</b>,MINION,SPELLPOWER,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Dan Brereton,NEUTRAL,TRUE,1,724,"Pirates are into this new fad called ""Planking"".",CS2_146,Southsea Deckhand,COMMON,EXPERT1,NA,Has <b>Charge</b> while you have a weapon equipped.,MINION,NA,2,1,PIRATE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Court Jones,NEUTRAL,TRUE,4,308,"She's never quite sure what she's making, she just knows it's AWESOME!",CS2_147,Gnomish Inventor,FREE,LEGACY,NA,<b>Battlecry:</b> Draw a card.,MINION,BATTLECRY,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Kev Walker,NEUTRAL,TRUE,5,413,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,CS2_150,Stormpike Commando,FREE,LEGACY,NA,<b>Battlecry:</b> Deal 2 damage.,MINION,BATTLECRY,4,2,NA,NA,Deal 2 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Matt Starbuck,NEUTRAL,TRUE,5,69,It's good to be a knight.   Less so to be one's squire.,CS2_151,Silver Hand Knight,COMMON,EXPERT1,NA,<b>Battlecry:</b> Summon a 2/2 Squire.,MINION,BATTLECRY,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Steve Ellis,NEUTRAL,TRUE,6,525,You earn the title of Archmage when you can destroy anyone who calls you on it.,CS2_155,Archmage,FREE,LEGACY,NA,<b>Spell Damage +1</b>,MINION,SPELLPOWER,4,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Ralph Horsley,NEUTRAL,TRUE,7,134,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",CS2_161,Ravenholdt Assassin,RARE,EXPERT1,NA,<b>Stealth</b>,MINION,STEALTH,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
E. M. Gist,NEUTRAL,TRUE,6,157,"He used to be a 2100+ rated arena player, but that was years ago and nobody can get him to shut up about it.",CS2_162,Lord of the Arena,FREE,LEGACY,NA,<b>Taunt</b>,MINION,TAUNT,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Dan Scott,NEUTRAL,TRUE,1,191,"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",CS2_168,Murloc Raider,FREE,LEGACY,NA,NA,MINION,NA,2,1,MURLOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Greg Hildebrandt,NEUTRAL,TRUE,1,641,They were the inspiration for the championship Taurenball team: The Dragonhawks.,CS2_169,Young Dragonhawk,COMMON,EXPERT1,NA,<b>Windfury</b>,MINION,WINDFURY,1,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Howard Lyon,NEUTRAL,TRUE,1,648,This card is boaring.,CS2_171,Stonetusk Boar,FREE,LEGACY,NA,<b>Charge</b>,MINION,CHARGE,1,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Brereton,NEUTRAL,TRUE,2,216,"""Kill 30 raptors."" - Hemet Nesingwary",CS2_172,Bloodfen Raptor,FREE,LEGACY,NA,NA,MINION,NA,3,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Jakub Kasper,NEUTRAL,TRUE,2,739,He just wants a hug.   A sloppy... slimy... hug.,CS2_173,Bluegill Warrior,FREE,LEGACY,NA,<b>Charge</b>,MINION,CHARGE,2,1,MURLOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Despain,NEUTRAL,TRUE,4,635,"Sen'jin Village is nice, if you like trolls and dust.",CS2_179,Sen'jin Shieldmasta,FREE,LEGACY,NA,<b>Taunt</b>,MINION,TAUNT,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Samwise,NEUTRAL,TRUE,3,1109,"He claims it is an old war wound, but we think he just cut himself shaving.",CS2_181,Injured Blademaster,RARE,EXPERT1,NA,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,MINION,BATTLECRY,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Mauro Cascioli,NEUTRAL,TRUE,4,90,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",CS2_182,Chillwind Yeti,FREE,LEGACY,NA,NA,MINION,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Kendall,NEUTRAL,TRUE,7,712,"Golems are not afraid, but for some reason they still run when you cast Fear on them.  Instinct, maybe?  A desire to blend in?",CS2_186,War Golem,FREE,LEGACY,NA,NA,MINION,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Cavotta,NEUTRAL,TRUE,5,1140,You can hire him... until someone offers him enough gold to turn on you.,CS2_187,Booty Bay Bodyguard,FREE,LEGACY,NA,<b>Taunt</b>,MINION,TAUNT,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Luca Zontini,NEUTRAL,TRUE,1,242,"ADD ME TO YOUR DECK, MAGGOT!",CS2_188,Abusive Sergeant,COMMON,EXPERT1,NA,<b>Battlecry:</b> Give a minion +2 Attack this turn.,MINION,BATTLECRY,1,1,NA,NA,Give +2 Attack this turn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Steve Prescott,NEUTRAL,TRUE,1,389,Don't bother asking her out on a date.  She'll shoot you down.,CS2_189,Elven Archer,FREE,LEGACY,NA,<b>Battlecry:</b> Deal 1 damage.,MINION,BATTLECRY,1,1,NA,NA,Deal 1 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Clint Langley,NEUTRAL,TRUE,3,257,Someone did mess with Tuskerr once.  ONCE.,CS2_196,Razorfen Hunter,FREE,LEGACY,NA,<b>Battlecry:</b> Summon a 1/1 Boar.,MINION,BATTLECRY,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
James Ryman,NEUTRAL,TRUE,4,995,Training Ogres in the art of spellcasting is a questionable decision.,CS2_197,Ogre Magi,FREE,LEGACY,NA,<b>Spell Damage +1</b>,MINION,SPELLPOWER,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Despain,NEUTRAL,TRUE,6,1686,"""ME HAVE GOOD STATS FOR THE COST""",CS2_200,Boulderfist Ogre,FREE,LEGACY,NA,NA,MINION,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E. M. Gist,NEUTRAL,TRUE,7,1687,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,CS2_201,Core Hound,FREE,LEGACY,NA,NA,MINION,NA,9,5,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Jacobs,NEUTRAL,TRUE,3,290,Their wings are silent but their screech is... whatever the opposite of silent is.,CS2_203,Ironbeak Owl,COMMON,EXPERT1,NA,<b>Battlecry:</b> <b>Silence</b> a minion.,MINION,BATTLECRY,2,1,BEAST,NA,<b>Silence</b> a minion.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
John Polidora,NEUTRAL,TRUE,6,445,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,CS2_213,Reckless Rocketeer,FREE,LEGACY,NA,<b>Charge</b>,MINION,CHARGE,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Justin Sweet,NEUTRAL,TRUE,5,61,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",CS2_221,Spiteful Smith,COMMON,EXPERT1,NA,Your weapon has +2 Attack while this is damaged.,MINION,ENRAGED,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Doug Alexander,NEUTRAL,TRUE,7,753,"When Deathwing assaulted the capital, this soldier was the only member of his squad to survive. Now he's all bitter and stuff.",CS2_222,Stormwind Champion,FREE,LEGACY,NA,Your other minions have +1/+1.,MINION,AURA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
James Ryman,NEUTRAL,TRUE,5,496,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,CS2_226,Frostwolf Warlord,FREE,LEGACY,NA,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,MINION,BATTLECRY,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
John Polidora,NEUTRAL,TRUE,5,1122,No Job is too big.  No fee is too big.,CS2_227,Venture Co. Mercenary,COMMON,EXPERT1,NA,Your minions cost (3) more.,MINION,AURA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Malcolm Davis,NEUTRAL,TRUE,0,179,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",CS2_231,Wisp,COMMON,EXPERT1,NA,NA,MINION,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Allsop,DRUID,TRUE,8,205,I <i>dare</i> you to attack Darnassus.,CS2_232,Ironbark Protector,FREE,LEGACY,NA,<b>Taunt</b>,MINION,TAUNT,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hideaki Takamura,ROGUE,TRUE,2,1064,"""Look, it's not just about waving daggers around really fast.  It's a lot more complicated than that."" - Shan, Rogue Trainer",CS2_233,Blade Flurry,RARE,EXPERT1,NA,Destroy your weapon and deal its damage to all enemy minions.,SPELL,AFFECTED_BY_SPELL_POWER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,PRIEST,TRUE,2,1367,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",CS2_234,Shadow Word: Pain,FREE,LEGACY,SHADOW,Destroy a minion with 3 or less Attack.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terese Nielsen,PRIEST,TRUE,1,1650,They help the downtrodden and distressed.  Also they sell cookies.,CS2_235,Northshire Cleric,COMMON,LEGACY,NA,"Whenever a minion is healed, draw a card.",MINION,TRIGGER_VISUAL,1,3,NA,NA,NA,NA,NA,NA,NA,Unlocked at Level 40.,Unlocked at Level 1.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Pavelec,PRIEST,TRUE,2,1361,Double the trouble. Double the fun!,CS2_236,Divine Spirit,COMMON,LEGACY,HOLY,Double a minion's Health.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlocked at Level 28.,Unlocked at Level 2.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bernie Kang,HUNTER,TRUE,2,1241,"If you feed him, he loses his whole <i>identity</i>.",CS2_237,Starving Buzzard,FREE,LEGACY,NA,"Whenever you summon a Beast, draw a card.",MINION,TRIGGER_VISUAL,2,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Mancini,MAGE,TRUE,5,62347,"With Medivh as her son, nothing YOU do could ever disappoint her.",CS3_001,"Aegwynn, the Guardian",LEGENDARY,CORE,NA,"<b>Spell Damage +2</b>
<b>Deathrattle:</b> The next minion you draw inherits these powers.",MINION,DEATHRATTLE,5,5,NA,TRUE,NA,NA,NA,2,NA,Unlocked after winning 500 games as Mage.,Unlocked at level 10.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Mancini,MAGE,TRUE,5,62347,"With Medivh as her son, nothing YOU do could ever disappoint her.",CS3_001,"Aegwynn, the Guardian",LEGENDARY,CORE,NA,"<b>Spell Damage +2</b>
<b>Deathrattle:</b> The next minion you draw inherits these powers.",MINION,SPELLPOWER,5,5,NA,TRUE,NA,NA,NA,2,NA,Unlocked after winning 500 games as Mage.,Unlocked at level 10.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L. Lullabi & A. Bozonnet,WARLOCK,TRUE,0,62349,"""Who wants to sing the Doom song?!""",CS3_002,Ritual of Doom,RARE,CORE,SHADOW,"Destroy a friendly minion. If you had 5 or more, summon a
5/5 Demon.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Warlock.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juyoung Oh,WARLOCK,TRUE,5,62350,"He can lock 'em up, but he just can't keep 'em.",CS3_003,Felsoul Jailer,EPIC,CORE,NA,"[x]<b>Battlecry:</b> Your opponent
discards a minion.
<b>Deathrattle:</b> Return it.",MINION,BATTLECRY,4,6,DEMON,NA,NA,NA,NA,NA,NA,Unlocked after winning 250 games as Warlock.,Unlocked at level 9.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juyoung Oh,WARLOCK,TRUE,5,62350,"He can lock 'em up, but he just can't keep 'em.",CS3_003,Felsoul Jailer,EPIC,CORE,NA,"[x]<b>Battlecry:</b> Your opponent
discards a minion.
<b>Deathrattle:</b> Return it.",MINION,DEATHRATTLE,4,6,DEMON,NA,NA,NA,NA,NA,NA,Unlocked after winning 250 games as Warlock.,Unlocked at level 9.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wayne Reynolds,ROGUE,TRUE,2,62359,Some people collect stamps or flowers. She collects enemies.,CS3_005,Vanessa VanCleef,LEGENDARY,CORE,NA,<b>Combo:</b> Add a copy of the last card your opponent played to your hand.,MINION,COMBO,2,3,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after winning 500 games as Rogue.,Unlocked at level 10.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Braddock,SHAMAN,TRUE,1,62442,The novices would prefer that he did not.,CS3_007,Novice Zapper,COMMON,CORE,NA,<b>Spell Damage +1</b> <b>Overload:</b> (1),MINION,OVERLOAD,3,2,NA,NA,NA,NA,1,1,NA,Unlocked after winning 50 games as Shaman.,Unlocked at level 2.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Braddock,SHAMAN,TRUE,1,62442,The novices would prefer that he did not.,CS3_007,Novice Zapper,COMMON,CORE,NA,<b>Spell Damage +1</b> <b>Overload:</b> (1),MINION,SPELLPOWER,3,2,NA,NA,NA,NA,1,1,NA,Unlocked after winning 50 games as Shaman.,Unlocked at level 2.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vika Yarova,WARRIOR,TRUE,1,62462,Piracy is technically a discount.,CS3_008,Bloodsail Deckhand,COMMON,CORE,NA,"[x]<b>Battlecry:</b> The next
weapon you play costs
(1) less.",MINION,BATTLECRY,2,1,PIRATE,NA,NA,NA,NA,NA,NA,Unlocked after winning 50 games as Warrior.,Unlocked at level 1.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Kang,WARRIOR,TRUE,3,62463,It's much tidier than Illidan's storage locker.,CS3_009,War Cache,RARE,CORE,NA,"Add a random Warrior minion, spell, and weapon to your hand.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Warrior.,Unlocked at level 5.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Greco,DRUID,TRUE,4,62490,The World Tree Nordrassil provides life-giving energy to the world--and excellent mana savings.,CS3_012,Nordrassil Druid,RARE,CORE,NA,<b>Battlecry:</b> The next spell you cast this turn costs (3) less.,MINION,BATTLECRY,3,5,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Druid.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOSi Studio,PRIEST,TRUE,3,62497,They can't all be grim grinning ghosts.,CS3_013,Shadowed Spirit,COMMON,CORE,NA,"[x]<b>Deathrattle:</b> Deal 3
damage to the
enemy hero.",MINION,DEATHRATTLE,4,3,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 50 games as Priest.,Unlocked at level 3.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konstantin Porubov,PRIEST,TRUE,1,62498,He won't drop the ball.,CS3_014,Crimson Clergy,RARE,CORE,NA,"After a friendly character is healed, gain +1 Attack.",MINION,TRIGGER_VISUAL,1,3,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Priest.,Unlocked at level 5.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vladimir Kafanov,HUNTER,TRUE,2,62698,His ethics are top notch. Just look at that smiling kitty!,CS3_015,Selective Breeder,RARE,CORE,NA,<b>Battlecry:</b> <b>Discover</b> a copy of a Beast in your deck.,MINION,BATTLECRY,1,3,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Hunter.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vladimir Kafanov,HUNTER,TRUE,2,62698,His ethics are top notch. Just look at that smiling kitty!,CS3_015,Selective Breeder,RARE,CORE,NA,<b>Battlecry:</b> <b>Discover</b> a copy of a Beast in your deck.,MINION,DISCOVER,1,3,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Hunter.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L. Lullabi & A. Bozonnet,PALADIN,TRUE,1,64464,"He would henceforth be known as ""Karmerr, the Doom of Kazzak.""",CS3_016,Reckoning,EPIC,CORE,HOLY,"<b>Secret:</b> After an enemy minion deals 3 or more damage, destroy it.",SPELL,SECRET,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 250 games as Paladin.,Unlocked at level 9.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forrest Imel,DEMONHUNTER,TRUE,3,64465,When isolation becomes motivation.,CS3_017,Gan'arg Glaivesmith,COMMON,CORE,NA,<b>Outcast:</b> Give your hero +3 Attack this turn.,MINION,OUTCAST,3,2,DEMON,NA,NA,NA,NA,NA,NA,Unlocked after winning 50 games as Demon Hunter.,Unlocked at level 2.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,DEMONHUNTER,TRUE,2,64467,Illidan taught her that demon hunters should sacrifice EVERYTHING… but she still brought Lifesteal just in case.,CS3_019,Kor'vas Bloodthorn,LEGENDARY,CORE,NA,"[x]<b>Charge</b>, <b>Lifesteal</b>
After you play a card with
<b>Outcast</b>, return this to
your hand.",MINION,CHARGE,2,2,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after winning 500 games as Demon Hunter.,Unlocked at level 10.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,DEMONHUNTER,TRUE,2,64467,Illidan taught her that demon hunters should sacrifice EVERYTHING… but she still brought Lifesteal just in case.,CS3_019,Kor'vas Bloodthorn,LEGENDARY,CORE,NA,"[x]<b>Charge</b>, <b>Lifesteal</b>
After you play a card with
<b>Outcast</b>, return this to
your hand.",MINION,LIFESTEAL,2,2,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after winning 500 games as Demon Hunter.,Unlocked at level 10.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,DEMONHUNTER,TRUE,2,64467,Illidan taught her that demon hunters should sacrifice EVERYTHING… but she still brought Lifesteal just in case.,CS3_019,Kor'vas Bloodthorn,LEGENDARY,CORE,NA,"[x]<b>Charge</b>, <b>Lifesteal</b>
After you play a card with
<b>Outcast</b>, return this to
your hand.",MINION,TRIGGER_VISUAL,2,2,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after winning 500 games as Demon Hunter.,Unlocked at level 10.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,DEMONHUNTER,TRUE,8,66176,"Armed with fear, big eyes, ruthless efficiency, almost fanatical devotion to your hero, and nice brown robes.",CS3_020,Illidari Inquisitor,RARE,CORE,NA,"<b>Rush</b>. After your hero attacks an enemy, this attacks it too.",MINION,RUSH,8,8,DEMON,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Demon Hunter.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,DEMONHUNTER,TRUE,8,66176,"Armed with fear, big eyes, ruthless efficiency, almost fanatical devotion to your hero, and nice brown robes.",CS3_020,Illidari Inquisitor,RARE,CORE,NA,"<b>Rush</b>. After your hero attacks an enemy, this attacks it too.",MINION,TRIGGER_VISUAL,8,8,DEMON,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Demon Hunter.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicola Saviori,WARLOCK,TRUE,7,66259,He's not really chained up. He just wears that to scare the imps when they get too unruly.,CS3_021,Enslaved Fel Lord,COMMON,CORE,NA,<b>Taunt</b>. Also damages the minions next to whomever this attacks.,MINION,TAUNT,4,10,DEMON,NA,NA,NA,NA,NA,NA,Unlocked after winning 50 games as Warlock.,Unlocked at level 3.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Kegg,NEUTRAL,TRUE,2,66854,Goes cheap on wardrobe so he can spend on weaponry.,CS3_022,Fogsail Freebooter,RARE,CORE,NA,"<b>Battlecry:</b> If you have a weapon equipped, deal 2 damage.",MINION,BATTLECRY,2,2,PIRATE,NA,Deal 2 damage.,NA,NA,NA,NA,Unlocked after 1000 total wins.,Unlocked at level 51.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Prescott,NEUTRAL,TRUE,5,66856,"After growing up with the Scarlet Crusade for most of his life, Taelan finally realized they were maybe not the nicest people.",CS3_024,Taelan Fordring,LEGENDARY,CORE,NA,"[x]<b><b>Taunt</b>, Divine Shield</b>
<b>Deathrattle:</b> Draw your
highest Cost minion.",MINION,DEATHRATTLE,3,3,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after 5000 total wins.,Unlocked at level 43.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Prescott,NEUTRAL,TRUE,5,66856,"After growing up with the Scarlet Crusade for most of his life, Taelan finally realized they were maybe not the nicest people.",CS3_024,Taelan Fordring,LEGENDARY,CORE,NA,"[x]<b><b>Taunt</b>, Divine Shield</b>
<b>Deathrattle:</b> Draw your
highest Cost minion.",MINION,DIVINE_SHIELD,3,3,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after 5000 total wins.,Unlocked at level 43.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Prescott,NEUTRAL,TRUE,5,66856,"After growing up with the Scarlet Crusade for most of his life, Taelan finally realized they were maybe not the nicest people.",CS3_024,Taelan Fordring,LEGENDARY,CORE,NA,"[x]<b><b>Taunt</b>, Divine Shield</b>
<b>Deathrattle:</b> Draw your
highest Cost minion.",MINION,TAUNT,3,3,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after 5000 total wins.,Unlocked at level 43.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Kaniuga,NEUTRAL,TRUE,5,66858,Knows how to lift everyone up while tearing every enemy down.,CS3_025,Overlord Runthak,LEGENDARY,CORE,NA,"[x]<b>Rush</b>. Whenever this
attacks, give +1/+1 to all
minions in your hand.",MINION,RUSH,3,6,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after 5000 total wins.,Unlocked at level 46.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Kaniuga,NEUTRAL,TRUE,5,66858,Knows how to lift everyone up while tearing every enemy down.,CS3_025,Overlord Runthak,LEGENDARY,CORE,NA,"[x]<b>Rush</b>. Whenever this
attacks, give +1/+1 to all
minions in your hand.",MINION,TRIGGER_VISUAL,3,6,NA,TRUE,NA,NA,NA,NA,NA,Unlocked after 5000 total wins.,Unlocked at level 46.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Greco,PRIEST,TRUE,1,66860,Extreme focus is almost as effective as a really flashy distraction.,CS3_027,Focused Will,RARE,CORE,NA,"<b>Silence</b> a minion, then give it +3 Health.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Priest.,Unlocked at level 6.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrik Bjorkstrom,PRIEST,TRUE,2,66861,Why would your spells be afraid of the dark? It's easier to nap there.,CS3_028,Thrive in the Shadows,RARE,CORE,SHADOW,<b>Discover</b> a spell from your deck.,SPELL,DISCOVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlocked after winning 100 games as Priest.,Unlocked at level 7.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
